Id,Compiled,Elements Compiled,Name,Entity,ObjectType,Material Descriptor,Layer Number,Layer Thickness [m],Length [m],Largest Surface Area [m^2],Volume [m^3],Global Warming Potential Manufacturing [kgCO2-eqv] (min),Global Warming Potential Manufacturing [kgCO2-eqv] (mean),Global Warming Potential Manufacturing [kgCO2-eqv] (max),Global Warming Potential Disposal [kgCO2-eqv] (min),Global Warming Potential Disposal [kgCO2-eqv] (mean),Global Warming Potential Disposal [kgCO2-eqv] (max),Global Warming Potential Total [kgCO2-eqv] (min),Global Warming Potential Total [kgCO2-eqv] (mean),Global Warming Potential Total [kgCO2-eqv] (max),Biogenic Carbon [kg C] (min),Biogenic Carbon [kg C] (mean),Biogenic Carbon [kg C] (max),UBP (Total) (min),UBP (Total) (mean),UBP (Total) (max),Total Renewable Primary Energy [kWh oil-eq] (min),Total Renewable Primary Energy [kWh oil-eq] (mean),Total Renewable Primary Energy [kWh oil-eq] (max),Total Non-Renewable Primary Energy [kWh oil-eq] (min),Total Non-Renewable Primary Energy [kWh oil-eq] (mean),Total Non-Renewable Primary Energy [kWh oil-eq] (max)
2HRNy9Dlv5uw9UESvb_JkV,False,1,Floor:3-Schichtplatte 27mm B/C:4895632,IfcSlab,Floor:3-Schichtplatte 27mm B/C,3-Schicht-Platte,0,0.027,16.23,77.2548,0.1159,21.7361,21.7361,21.7361,2.9034,2.9034,2.9034,24.6238,24.6238,24.6238,22.7337,22.7337,22.7337,53027.727,53027.727,53027.727,698.2859,698.2859,698.2859,114.4559,114.4559,114.4559
0mZKsgvRH1Mhc20hMTKOGe,False,1,Floor:3-Schichtplatte 40mm:5206093,IfcSlab,Floor:3-Schichtplatte 40mm,Massivholz,0,0.04,1.21,0.5445,0.0218,0.8554,2.4719,4.0884,0.4123,0.4792,0.5461,1.2688,2.9502,4.6316,4.276,4.3213,4.3666,3235.338,6604.746,9974.154,51.5962,91.4695,131.3428,5.0539,13.2912,21.5284
0hwsZ_JYbDhgh3xE2hTxxt,False,1,Floor:Betonauflager 15cm:3980840,IfcSlab,Floor:Betonauflager 15cm,Beton,0,0.15,1.48,0.9324,0.1336,21.6099,25.6626,29.7154,3.7923,3.8415,3.8906,25.4022,29.55,33.6979,0.7434,4.4461,8.1488,38825.6563,46983.8602,55142.064,4.334,95.449,186.564,53.5734,61.2505,68.9276
1ToJR57Y16uvjKSTB4E_Uw,False,1,Floor:Boden BSP 120 - 5s:1353113,IfcSlab,Floor:Boden BSP 120 - 5s,Brettsperrholz,0,,16.66,88.298,2.4818,465.4417,465.4417,465.4417,62.1713,62.1713,62.1713,527.2758,527.2758,527.2758,486.8026,486.8026,486.8026,1135497.954,1135497.954,1135497.954,14952.5968,14952.5968,14952.5968,2450.8768,2450.8768,2450.8768
2ro6NVukjA0hxWwZJgTpIl,False,1,Floor:Boden BSP 120 - 5s:729845,IfcSlab,Floor:Boden BSP 120 - 5s,Brettsperrholz,0,0.12,7.97,25.1852,0.6181,115.9197,115.9197,115.9197,15.484,15.484,15.484,131.3197,131.3197,131.3197,121.2397,121.2397,121.2397,282799.293,282799.293,282799.293,3723.9907,3723.9907,3723.9907,610.3985,610.3985,610.3985
3PSzbSor5DzehfFtR_jjmV,False,1,Floor:Bodenaufbau Hauptgeschoss:687594,IfcSlab,Floor:Bodenaufbau Hauptgeschoss,Unknown,0,,7.79,56.5554,17.0593,255.0649,582.8034,910.5419,68.432,199.9233,331.4146,588.1762,783.2923,978.4084,0.0,0.0,0.0,1453473.78,1521340.26,1589206.74,100.6686,169.9489,239.2293,1719.2842,2004.889,2290.4937
17eMdncQP0cPM7MCmsTKi8,False,1,Floor:Bodenaufbau Hauptgeschoss ohne FBH:5900012,IfcSlab,Floor:Bodenaufbau Hauptgeschoss ohne FBH,Unknown,0,,17.43,115.3866,27.9729,520.3936,1189.059,1857.7243,139.6178,407.8916,676.1655,1200.0206,1598.1044,1996.1882,0.0,0.0,0.0,2965435.62,3103899.54,3242363.46,205.3881,346.7367,488.0853,3507.7526,4090.4549,4673.1573
0XxTIRndPDswCFuTTPaYIN,False,1,Floor:BSP 160 - 5s:1434703,IfcSlab,Floor:BSP 160 - 5s,Brettsperrholz,0,0.16,16.94,94.6946,2.7814,521.6293,521.6293,521.6293,69.6766,69.6766,69.6766,590.9279,590.9279,590.9279,545.5688,545.5688,545.5688,1272573.942,1272573.942,1272573.942,16757.6569,16757.6569,16757.6569,2746.7438,2746.7438,2746.7438
2uvY1DJi929x4ZbMR9rWjH,False,1,Floor:Fensterbank 24mm:6737713,IfcSlab,Floor:Fensterbank 24mm,"Holzschalung Horizontal, Nadelholz,  schwarz gestrichen",0,0.024,3.2,0.704,0.0169,0.6631,0.858,1.053,0.3065,0.3131,0.3197,0.9836,1.1715,1.3595,3.3852,3.4647,3.5442,2508.129,3124.3875,3740.646,39.9989,43.7714,47.5439,3.9179,5.012,6.1061
1ToJR57Y16uvjKSTB4E_TQ_L1,False,1,Floor:Galerie Fussbodenaufbau:1353081 (L1),IfcSlab,Floor:Galerie Fussbodenaufbau,PU Bodenbelag - Sika PS23,1,0.004,16.83,107.712,0.2672,1077.12,1077.12,1077.12,416.8454,416.8454,416.8454,1497.1968,1497.1968,1497.1968,0.0,0.0,0.0,2778969.6,2778969.6,2778969.6,222.9638,222.9638,222.9638,6678.144,6678.144,6678.144
1ToJR57Y16uvjKSTB4E_TQ_L2,False,1,Floor:Galerie Fussbodenaufbau:1353081 (L2),IfcSlab,Floor:Galerie Fussbodenaufbau,Knauf - Vidiwall,2,0.015,16.83,107.712,1.0019,374.7707,507.793,640.8152,21.9897,22.1761,22.3624,396.0511,529.8548,663.6586,53.9824,63.4633,72.9443,704616.232,877103.336,1049590.44,117.8234,466.7852,815.747,1737.8957,2353.7636,2969.6316
1ToJR57Y16uvjKSTB4E_TQ_L3,False,1,Floor:Galerie Fussbodenaufbau:1353081 (L3),IfcSlab,Floor:Galerie Fussbodenaufbau,Knauf - Brio Heizboden 25,3,0.025,16.83,107.712,1.6699,624.6428,846.3554,1068.068,36.651,36.9616,37.2722,660.1115,883.1267,1106.1418,89.9742,105.7764,121.5787,1174407.272,1461897.256,1749387.24,196.3802,778.0064,1359.6326,2896.6085,3923.0961,4949.5836
1ToJR57Y16uvjKSTB4E_TQ_L4,False,1,Floor:Galerie Fussbodenaufbau:1353081 (L4),IfcSlab,Floor:Galerie Fussbodenaufbau,Trittschalldämmung Flumroc 341,4,0.03,16.83,107.712,2.0039,96.1632,96.1632,96.1632,10.2023,10.2023,10.2023,106.3309,106.3309,106.3309,0.0,0.0,0.0,189568.94,189568.94,189568.94,346.3942,346.3942,346.3942,439.4553,439.4553,439.4553
3fl00qHO16BwCmbpQP9mlL,False,1,Floor:Gitterrost schwarz:354156,IfcSlab,Floor:Gitterrost schwarz,Zink Gitter,0,0.03,4.18,2.4244,0.042,1215.648,1346.352,1477.056,2.2848,2.3399,2.395,1218.672,1349.5125,1480.353,0.0,0.0,0.0,5011440.0,6709080.0,8406720.0,461.58,625.422,789.264,5143.32,5217.66,5292.0
3ZnJlnBePBXQGgUrEPS3c7,False,1,Floor:Massivholz 24mm:6301249,IfcSlab,Floor:Massivholz 24mm,Massivholz Fichte,0,0.024,2.05,0.287,0.0068,0.2668,0.3453,0.4237,0.1233,0.126,0.1286,0.3958,0.4714,0.547,1.3621,1.3941,1.4261,1009.188,1257.15,1505.112,16.0942,17.6121,19.1301,1.5764,2.0167,2.4569
0plsFTxFrAH8fTRVJG6Lb8,False,1,Floor:Mehrschichtplatte 50mm:3167216,IfcSlab,Floor:Mehrschichtplatte 50mm,3-Schicht-Platte,0,0.04,5.5,3.795,0.1494,28.0188,28.0188,28.0188,3.7426,3.7426,3.7426,31.7411,31.7411,31.7411,29.3047,29.3047,29.3047,68354.982,68354.982,68354.982,900.1201,900.1201,900.1201,147.5385,147.5385,147.5385
3dHkNX9eXDKekm9KvP4T_n,False,1,Floor:Terrassenbelag Holzlattung Douglasie:7269453,IfcSlab,Floor:Terrassenbelag Holzlattung Douglasie,Terrassenbelag Holz,0,0.026000000000000002,8.57,19.3682,0.3438,13.4895,17.4558,21.4222,6.2348,6.3689,6.503,20.0092,23.8331,27.657,68.8649,70.4825,72.1,51023.358,63560.025,76096.692,813.7058,890.4506,967.1953,79.7032,101.9599,124.2167
3FWYQdBzL92vc$OVs8UAaq,False,1,Haustechnik_Platzhalter:Pury Ausseneinheit:6192195,IfcBuildingElementProxy,Haustechnik_Platzhalter:Pury Ausseneinheit,3D-Schnittmaterial,0,,1.5,1.38,1.0453,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched
1Et2c94TXFAwSKPeylnBiH,False,1,Montageraum Elektro:Montageraum Elektro:6274127,IfcBuildingElementProxy,Montageraum Elektro:Montageraum Elektro,3D-Schnittmaterial,0,,2.33,0.9087,0.1805,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched
1Et2c94TXFAwSKPeylnBlG,False,1,Montageraum Elektro1:Montageraum Elektro:6274190,IfcBuildingElementProxy,Montageraum Elektro1:Montageraum Elektro,3D-Schnittmaterial,0,,2.33,0.9087,0.1805,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched
1Et2c94TXFAwSKPeylnBH_,False,1,Rohranschluss_Technikschnttelle_Nest:E-Gelbwasser:6271776,IfcBuildingElementProxy,Rohranschluss_Technikschnttelle_Nest:E-Gelbwasser,3D-Schnittmaterial,0,,0.12,0.0072,0.0004,0.8736,1.0984,1.3233,0.8627,1.0151,1.1676,1.7399,2.1181,2.4964,0.0,0.0,0.0,2202.2,2835.82,3469.44,0.1558,0.2575,0.3592,8.2628,9.5524,10.842
1Et2c94TXFAwSKPeylnBH8,False,1,Rohranschluss_Technikschnttelle_Nest:E-Grauwasser leicht:6271766,IfcBuildingElementProxy,Rohranschluss_Technikschnttelle_Nest:E-Grauwasser leicht,3D-Schnittmaterial,0,,0.11,0.0099,0.0007,1.5288,1.9223,2.3157,1.5097,1.7765,2.0433,3.0449,3.7069,4.3688,0.0,0.0,0.0,3853.85,4962.685,6071.52,0.2726,0.4506,0.6286,14.4599,16.7167,18.9735
1Et2c94TXFAwSKPeylnBMe,False,1,Rohranschluss_Technikschnttelle_Nest:E-Grauwasser schwer:6271734,IfcBuildingElementProxy,Rohranschluss_Technikschnttelle_Nest:E-Grauwasser schwer,3D-Schnittmaterial,0,,0.11,0.0099,0.0007,1.5288,1.9223,2.3157,1.5097,1.7765,2.0433,3.0449,3.7069,4.3688,0.0,0.0,0.0,3853.85,4962.685,6071.52,0.2726,0.4506,0.6286,14.4599,16.7167,18.9735
1Et2c94TXFAwSKPeylnBHY,False,1,Rohranschluss_Technikschnttelle_Nest:E-Regenwasser:6271804,IfcBuildingElementProxy,Rohranschluss_Technikschnttelle_Nest:E-Regenwasser,3D-Schnittmaterial,0,,0.11,0.0121,0.0011,2.4024,3.0207,3.639,2.3724,2.7916,3.2109,4.7848,5.825,6.8652,0.0,0.0,0.0,6056.05,7798.505,9540.96,0.4284,0.7081,0.9877,22.7227,26.2691,29.8155
1Et2c94TXFAwSKPeylnBGM,False,1,Rohranschluss_Technikschnttelle_Nest:E-Schmutzwasser:6271816,IfcBuildingElementProxy,Rohranschluss_Technikschnttelle_Nest:E-Schmutzwasser,3D-Schnittmaterial,0,,0.11,0.0121,0.001,2.184,2.7461,3.3082,2.1567,2.5378,2.919,4.3498,5.2955,6.2411,0.0,0.0,0.0,5505.5,7089.55,8673.6,0.3895,0.6437,0.8979,20.657,23.881,27.105
1Et2c94TXFAwSKPeylnBGC,False,1,Rohranschluss_Technikschnttelle_Nest:E-Schwarzwasser:6271826,IfcBuildingElementProxy,Rohranschluss_Technikschnttelle_Nest:E-Schwarzwasser,3D-Schnittmaterial,0,,0.13,0.0143,0.0012,2.6208,3.2953,3.9698,2.588,3.0454,3.5028,5.2198,6.3545,7.4893,0.0,0.0,0.0,6606.6,8507.46,10408.32,0.4674,0.7724,1.0775,24.7884,28.6572,32.526
1Et2c94TXFAwSKPeylnBCG,False,1,Rohranschluss_Technikschnttelle_Nest:Grauwasser aufbereitet:6272078,IfcBuildingElementProxy,Rohranschluss_Technikschnttelle_Nest:Grauwasser aufbereitet,3D-Schnittmaterial,0,,0.11,0.0033,0.0001,0.2184,0.2746,0.3308,0.2157,0.2538,0.2919,0.435,0.5295,0.6241,0.0,0.0,0.0,550.55,708.955,867.36,0.0389,0.0644,0.0898,2.0657,2.3881,2.7105
1Et2c94TXFAwSKPeylnBIk,False,1,Rohranschluss_Technikschnttelle_Nest:Kaltwasser:6271984,IfcBuildingElementProxy,Rohranschluss_Technikschnttelle_Nest:Kaltwasser,3D-Schnittmaterial,0,,0.11,0.0033,0.0001,0.2184,0.2746,0.3308,0.2157,0.2538,0.2919,0.435,0.5295,0.6241,0.0,0.0,0.0,550.55,708.955,867.36,0.0389,0.0644,0.0898,2.0657,2.3881,2.7105
1Et2c94TXFAwSKPeylnBNx,False,1,Rohranschluss_Technikschnttelle_Nest:MTE - Rücklauf:6271653,IfcBuildingElementProxy,Rohranschluss_Technikschnttelle_Nest:MTE - Rücklauf,3D-Schnittmaterial,0,,0.19,0.0095,0.0004,0.8736,1.0984,1.3233,0.8627,1.0151,1.1676,1.7399,2.1181,2.4964,0.0,0.0,0.0,2202.2,2835.82,3469.44,0.1558,0.2575,0.3592,8.2628,9.5524,10.842
1Et2c94TXFAwSKPeylnBNl,False,1,Rohranschluss_Technikschnttelle_Nest:MTE - Vorlauf:6271665,IfcBuildingElementProxy,Rohranschluss_Technikschnttelle_Nest:MTE - Vorlauf,3D-Schnittmaterial,0,,0.19,0.0095,0.0003,0.6552,0.8238,0.9925,0.647,0.7613,0.8757,1.3049,1.5886,1.8723,0.0,0.0,0.0,1651.65,2126.865,2602.08,0.1168,0.1931,0.2694,6.1971,7.1643,8.1315
1Et2c94TXFAwSKPeylnBNY,False,1,Rohranschluss_Technikschnttelle_Nest:NTE - Rücklauf:6271676,IfcBuildingElementProxy,Rohranschluss_Technikschnttelle_Nest:NTE - Rücklauf,3D-Schnittmaterial,0,,0.19,0.0114,0.0005,1.092,1.3731,1.6541,1.0784,1.269,1.4595,2.1749,2.6478,3.1206,0.0,0.0,0.0,2752.75,3544.775,4336.8,0.1947,0.3219,0.449,10.3285,11.9405,13.5525
1Et2c94TXFAwSKPeylnBMR,False,1,Rohranschluss_Technikschnttelle_Nest:NTE - Vorlauf:6271685,IfcBuildingElementProxy,Rohranschluss_Technikschnttelle_Nest:NTE - Vorlauf,3D-Schnittmaterial,0,,0.19,0.0114,0.0005,1.092,1.3731,1.6541,1.0784,1.269,1.4595,2.1749,2.6478,3.1206,0.0,0.0,0.0,2752.75,3544.775,4336.8,0.1947,0.3219,0.449,10.3285,11.9405,13.5525
1Et2c94TXFAwSKPeylnBD2,False,1,Rohranschluss_Technikschnttelle_Nest:Regenwasser aufbereitet:6272028,IfcBuildingElementProxy,Rohranschluss_Technikschnttelle_Nest:Regenwasser aufbereitet,3D-Schnittmaterial,0,,0.11,0.0033,0.0001,0.2184,0.2746,0.3308,0.2157,0.2538,0.2919,0.435,0.5295,0.6241,0.0,0.0,0.0,550.55,708.955,867.36,0.0389,0.0644,0.0898,2.0657,2.3881,2.7105
1Et2c94TXFAwSKPeylnBC2,False,1,Rohranschluss_Technikschnttelle_Nest:Regenwasser Trinkwasser:6272092,IfcBuildingElementProxy,Rohranschluss_Technikschnttelle_Nest:Regenwasser Trinkwasser,3D-Schnittmaterial,0,,0.11,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1YKyzAV3HA3hGaVYlxUqa8,False,1,Shell_V12:Shell_V12:5294566,IfcBuildingElementProxy,Shell_V12:Shell_V12,"Concrete, Lightweight",0,,0.0,281.8965,11.5047,1888.0294,1888.0294,1888.0294,335.0587,335.0587,335.0587,2223.0882,2223.0882,2223.0882,20.6885,20.6885,20.6885,3563323.1197,3563323.1197,3563323.1197,388.2427,388.2427,388.2427,4706.7776,4706.7776,4706.7776
1Tv0YGeiT2fAVW5nnqum0c,False,1,TU DF 1 - Rahmenstock flächenbündig variabel:DL - H - 900 x 2130 - EI 30:5464826,IfcDoor,TU DF 1 - Rahmenstock flächenbündig variabel:DL - H - 900 x 2130 - EI 30,Unknown,0,,2.13,2.1087,0.1,78.8654,134.7459,190.6265,13.6222,14.0439,14.4657,93.4154,148.7688,204.1222,28.8892,32.6848,36.4805,185143.86,283409.28,381674.7,489.2184,539.8272,590.436,400.653,576.7295,752.8059
1a1$QVmKz8nRXZVkIMOOBt,False,1,Tür Forster Unico:Ausstattung Sage Glas:2668518,IfcWindow,Tür Forster Unico:Ausstattung Sage Glas,Unknown,0,,2.17,2.6908,0.1289,109.5156,193.334,277.1524,9.6869,16.6561,23.6252,119.2024,208.9406,298.6788,0.0,0.0,0.0,190239.56,344018.78,497798.0,28.2534,62.9647,97.676,449.3636,848.9474,1248.5312
