Id,Compiled,Elements Compiled,Name,Entity,ObjectType,Material Descriptor,Layer Number,Layer Thickness [m],Length [m],Largest Surface Area [m^2],Volume [m^3],GWPbiogenic (min),GWPbiogenic (mean),GWPbiogenic (max),GWPfossil (min),GWPfossil (mean),GWPfossil (max),GWPtotal (min),GWPtotal (mean),GWPtotal (max),GWPtotal (A1-A3) (min),GWPtotal (A1-A3) (mean),GWPtotal (A1-A3) (max),GWPtotal (A4) (min),GWPtotal (A4) (mean),GWPtotal (A4) (max),GWPtotal (A5) (min),GWPtotal (A5) (mean),GWPtotal (A5) (max),GWPtotal (C1) (min),GWPtotal (C1) (mean),GWPtotal (C1) (max),GWPtotal (C2) (min),GWPtotal (C2) (mean),GWPtotal (C2) (max),GWPtotal (C3) (min),GWPtotal (C3) (mean),GWPtotal (C3) (max),GWPtotal (C4) (min),GWPtotal (C4) (mean),GWPtotal (C4) (max)
3_kqkSEVjFfA5bkOsNwaii,False,1,Basic Wall:Brandschutzplatte:5251017,IfcWall,Basic Wall:Brandschutzplatte,3-Schicht-Platte,0,0.028,4.72,2.4072,0.052,-41.9343,-20.9269,0.0806,15.9287,12.4799,9.0312,8.2634,8.7367,9.21,-34.269,-33.1139,-31.9588,0.0,0.0,0.0,0.0453,0.0226,0.0,0.0,0.0,0.0,0.035,0.0593,0.0836,42.4521,41.7687,41.0853,0.0,0.0,0.0
3D$hiogd117g3okR4n43_p,False,1,Basic Wall:Brandschutzplatte:5421172,IfcWallStandardCase,Basic Wall:Brandschutzplatte,3-Schicht-Platte,0,0.028,3.7,1.8981,0.0531,-42.8213,-21.3695,0.0823,16.2656,12.7439,9.2222,8.4382,8.9215,9.4049,-34.9939,-33.8144,-32.6349,0.0,0.0,0.0,0.0463,0.0232,0.0,0.0,0.0,0.0,0.0357,0.0606,0.0854,43.3502,42.6523,41.9544,0.0,0.0,0.0
0XxTIRndPDswCFuTTPaYEK_L1,False,1,Basic Wall:Holzfassade hinterlüftet:1434444 (L1),IfcWallStandardCase,Basic Wall:Holzfassade hinterlüftet,"Holzschalung Vertikal, Nadelholz,  schwarz gestrichen",1,0.02,6.2899,11.9508,0.2384,-189.8335,-190.4554,-191.0772,29.1069,32.42,35.733,15.9878,17.6882,19.3885,-176.7145,-175.7236,-174.7327,0.0,0.0,0.0,1.1072,1.6592,2.2112,0.0,0.0,0.0,0.1502,0.1503,0.1505,191.4448,191.6021,191.7595,0.0,0.0,0.0
0XxTIRndPDswCFuTTPaYEK_L2,False,1,Basic Wall:Holzfassade hinterlüftet:1434444 (L2),IfcWallStandardCase,Basic Wall:Holzfassade hinterlüftet,Luft,2,0.03,6.2899,11.9508,0.3576,-286.3535,-143.0173,0.3189,27.5519,35.5391,43.5262,15.6941,29.9731,44.2521,-274.4957,-260.3031,-246.1105,0.0,0.0,0.0,1.0125,0.5062,0.0,0.0,0.0,0.0,0.2268,0.4067,0.5866,288.9505,289.3632,289.776,0.0,0.0,0.0
0XxTIRndPDswCFuTTPaYEK_L3,False,1,Basic Wall:Holzfassade hinterlüftet:1434444 (L3),IfcWallStandardCase,Basic Wall:Holzfassade hinterlüftet,Luft,3,0.04,6.2899,11.9508,0.4768,-381.8046,-193.4916,-5.1787,36.7358,50.9314,65.1269,20.9254,40.7355,60.5455,-365.9942,-370.8999,-375.8055,0.0,0.0,0.0,1.35,0.675,0.0,0.0,0.0,0.0,0.3023,0.5968,0.8912,385.2673,410.3635,435.4597,0.0,0.0,0.0
1dVujdEGf0jAkYJBqtyZ1W,False,1,Basic Wall:Technikschnittstelle:6225020,IfcWall,Basic Wall:Technikschnittstelle,Gipsfaserplatte,0,0.025,3.55,5.2895,0.1317,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched
08$9xERYLE6RtehkhfI5yK,False,1,Basic Wall:Wärmedämmung_Mineralwolle_80:2896771,IfcWallStandardCase,Basic Wall:Wärmedämmung_Mineralwolle_80,"Wärmedämmung Mineralwolle, 0.035 W/mK",0,0.08,0.124,0.3255,0.0244,0.0122,0.0382,0.0643,1.6787,2.5621,3.4455,1.6921,2.6026,3.5132,1.6342,2.2908,2.9475,0.0,0.0267,0.0533,0.0,0.2258,0.4515,0.0,0.0,0.0,0.0048,0.0061,0.0074,0.0341,0.017,0.0,0.019,0.0362,0.0535
2OOgpQZObEZwXdl1UXorlb,False,1,Basic Wall:Wärmedämmung_Mineralwolle_80:5774682,IfcWall,Basic Wall:Wärmedämmung_Mineralwolle_80,"Wärmedämmung Mineralwolle, 0.035 W/mK",0,0.08,11.77,13.5355,1.0728,0.5386,1.6835,2.8284,73.8084,112.6496,151.4907,74.3962,114.4312,154.4663,71.8508,100.7232,129.5955,0.0,1.1711,2.3423,0.0,9.9264,19.8528,0.0,0.0,0.0,0.2116,0.2684,0.3253,1.4983,0.7491,0.0,0.8355,1.5929,2.3503
3PSzbSor5DzehfFtR_jj_6,False,1,Basic Wall:Wärmedämmung_Slentex 70:687731,IfcWallStandardCase,Basic Wall:Wärmedämmung_Slentex 70,Wärmedämmung Slentex Aerogel,0,0.07,0.7241,2.2605,0.1582,1.5419,1.5419,1.5419,133.5199,133.5199,133.5199,135.9329,135.9329,135.9329,126.4415,126.4415,126.4415,0.0,0.0,0.0,8.826,8.826,8.826,0.0,0.0,0.0,0.4537,0.4537,0.4537,0.0,0.0,0.0,0.2117,0.2117,0.2117
2lKHuWZur3SwHp3ySgW6UM,False,1,Blechabdeckung Brüstung:Blechabdeckung Brüstung:7933804,IfcWall,Blechabdeckung Brüstung:Blechabdeckung Brüstung,Unknown,0,,18.38,117.2644,0.0221,-5.1597,-3.2393,-1.3188,279.0565,287.4885,295.9205,273.9742,284.315,294.6559,244.7926,261.2586,277.7245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1263,0.1089,0.0915,29.0554,22.9476,16.8399,0.0,0.0,0.0
1GYJkCWSXDPAizLcwxbAKl,False,1,Bleche Fassade_V6:Bleche Fassade_V6:4910201,IfcBuildingElementProxy,Bleche Fassade_V6:Bleche Fassade_V6,Material 4,0,,16.62,118.833,0.0646,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched
3WNoAUw3v8hfBwz_zVQKXI,False,1,BSH Stütze - rechteckig:BSH 140 x 140:5646328,IfcColumn,BSH Stütze - rechteckig:BSH 140 x 140,Brettsperrholz,0,,2.74,0.3836,0.0538,0.0,0.0,0.0,5.6828,9.3937,13.1045,5.7039,9.4281,13.1523,-13.1149,-20.153,-27.1911,0.12,0.1886,0.2573,0.0348,0.0546,0.0745,0.0,0.0,0.0,0.48,0.7545,1.0291,18.184,28.5833,38.9826,0.0,0.0,0.0
0OrKp320H5Yf_7RHyEphUy,False,1,BSH Träger - rechteckig:BSH Holz 240 x 240:2844654,IfcBeam,BSH Träger - rechteckig:BSH Holz 240 x 240,Brettschichtholz C24,0,,5.3,1.26,0.2938,2.0551,1.0275,0.0,49.0327,53.1288,57.225,25.1319,41.2896,57.4473,-201.7789,-182.323,-162.8671,0.0,0.7024,1.4048,0.0,0.2035,0.407,0.0,0.0,0.0,0.4309,3.0253,5.6198,226.48,219.6813,212.8826,0.0,0.0,0.0
1s7hF4kkb7XRX_dK$UQExS,False,1,Contec_NotueberlaufEckig:Contec_NotueberlaufEckig:7131598,IfcBuildingElementProxy,Contec_NotueberlaufEckig:Contec_NotueberlaufEckig,3D-Schnittmaterial,0,,0.34,0.102,0.001,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched
2TLYsKbtX0nh0z8PYscOBM,False,1,Dachdämmung_V3:Dachdämmung_V3:5659319,IfcBuildingElementProxy,Dachdämmung_V3:Dachdämmung_V3,Material 2,0,,0.0,77.7005,7.77,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched
0nK9oFqBX9tfLI4$NtgMoA,False,1,Einfügepunkt:Einfügepunkt:5139138,IfcBuildingElementProxy,Einfügepunkt:Einfügepunkt,Körpermodell,0,,0.06,0.0036,0.0,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched
2CLn4ZUSr8B8TuzLO7ROP3,False,1,Einlauf Contec Tube:DN110:6763225,IfcBuildingElementProxy,Einlauf Contec Tube:DN110,3D-Schnittmaterial,0,,0.3,0.072,0.0004,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched
2BG9j1Bgb2xOV69dnpdgb9,False,1,FE TÜR 3 tlg - DK-Fix im Rahmen-DK:Fenster Büro1:1813086,IfcWindow,FE TÜR 3 tlg - DK-Fix im Rahmen-DK:Fenster Büro1,Unknown,0,,3.32,7.5364,0.3749,1.5126,-9.3239,-20.1605,75.3726,395.4249,715.4772,76.519,386.0965,695.6739,74.0471,381.8932,689.7393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3881,1.2411,2.0942,1.6303,2.5816,3.5329,0.4535,0.3805,0.3075
2BG9j1Bgb2xOV69dnpdgeX,False,1,FE TÜR 3 tlg - DK-Fix im Rahmen-DK:Fenster Büro2:1812790,IfcWindow,FE TÜR 3 tlg - DK-Fix im Rahmen-DK:Fenster Büro2,Unknown,0,,3.99,9.0573,0.4446,1.7012,-11.2639,-24.229,155.253,507.5593,859.8656,156.2739,496.1699,836.0659,151.696,490.3149,828.9337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7189,1.6179,2.5168,3.0192,3.6325,4.2458,0.8399,0.6047,0.3695
2HRNy9Dlv5uw9UESvb_JkV,False,1,Floor:3-Schichtplatte 27mm B/C:4895632,IfcSlab,Floor:3-Schichtplatte 27mm B/C,3-Schicht-Platte,0,0.027,16.23,77.2548,0.1159,-93.465,-46.6427,0.1797,35.5025,27.8158,20.129,18.4178,19.4728,20.5278,-76.3803,-73.8058,-71.2313,0.0,0.0,0.0,0.101,0.0505,0.0,0.0,0.0,0.0,0.0779,0.1321,0.1863,94.6193,93.096,91.5727,0.0,0.0,0.0
0mZKsgvRH1Mhc20hMTKOGe,False,1,Floor:3-Schichtplatte 40mm:5206093,IfcSlab,Floor:3-Schichtplatte 40mm,Massivholz,0,0.04,1.21,0.5445,0.0218,0.0486,-8.712,-17.4727,0.7244,1.996,3.2675,0.7762,1.2746,1.7729,-15.858,-15.9181,-15.9781,0.0,0.0,0.0,0.0,0.1011,0.2022,0.0,0.0,0.0,0.0316,0.0227,0.0138,16.6026,17.0688,17.5351,0.0,0.0,0.0
0hwsZ_JYbDhgh3xE2hTxxt,False,1,Floor:Betonauflager 15cm:3980840,IfcSlab,Floor:Betonauflager 15cm,Beton,0,0.15,1.48,0.9324,0.1336,0.0024,0.2147,0.4271,17.9558,36.291,54.6261,17.9759,36.4894,55.0029,16.191,32.8582,49.5255,0.0,0.0,0.0,0.0,0.0,0.0,0.1937,1.68,3.1663,0.521,1.189,1.857,0.7896,0.6145,0.4395,0.2806,0.1475,0.0144
1ToJR57Y16uvjKSTB4E_Uw,False,1,Floor:Boden BSP 120 - 5s:1353113,IfcSlab,Floor:Boden BSP 120 - 5s,Brettsperrholz,0,,16.66,88.298,2.4818,3.5776,-998.9081,-2001.3938,371.6078,565.9169,760.226,380.0725,387.2294,394.3863,-1584.9868,-1610.2704,-1635.5541,0.0,0.0,0.0,0.0,1.0809,2.1618,0.0,0.0,0.0,3.9898,2.8293,1.6689,1961.0695,1993.5896,2026.1096,0.0,0.0,0.0
2ro6NVukjA0hxWwZJgTpIl,False,1,Floor:Boden BSP 120 - 5s:729845,IfcSlab,Floor:Boden BSP 120 - 5s,Brettsperrholz,0,0.12,7.97,25.1852,0.6181,0.891,-248.7812,-498.4534,92.5501,140.9434,189.3366,94.6582,96.4407,98.2231,-394.7459,-401.0429,-407.3398,0.0,0.0,0.0,0.0,0.2692,0.5384,0.0,0.0,0.0,0.9937,0.7047,0.4157,488.4105,496.5097,504.6089,0.0,0.0,0.0
3PSzbSor5DzehfFtR_jjmV,False,1,Floor:Bodenaufbau Hauptgeschoss:687594,IfcSlab,Floor:Bodenaufbau Hauptgeschoss,Unknown,0,,7.79,56.5554,17.0593,8.754,35.0953,61.4365,3325.174,3549.8616,3774.5492,3340.5197,3596.9798,3853.44,2806.3504,2900.1288,2993.9072,0.0,149.6953,299.3907,0.0,19.4476,38.8952,0.0,3.4545,6.909,109.0115,124.8753,140.7392,0.0,0.0,0.0,425.1578,399.3782,373.5987
17eMdncQP0cPM7MCmsTKi8,False,1,Floor:Bodenaufbau Hauptgeschoss ohne FBH:5900012,IfcSlab,Floor:Bodenaufbau Hauptgeschoss ohne FBH,Unknown,0,,17.43,115.3866,27.9729,0.5119,44.9684,89.4249,3759.5578,7598.5306,11437.5034,3763.7537,7640.0703,11516.387,3390.0358,6879.7949,10369.554,0.0,0.0,0.0,0.0,0.0,0.0,40.5607,351.7592,662.9577,109.0943,248.9588,388.8233,165.3198,128.6753,92.0308,58.7431,30.8821,3.0211
0XxTIRndPDswCFuTTPaYIN,False,1,Floor:BSP 160 - 5s:1434703,IfcSlab,Floor:BSP 160 - 5s,Brettsperrholz,0,0.16,16.94,94.6946,2.7814,4.0095,-1119.4951,-2242.9998,416.4679,634.2337,851.9996,425.9544,433.9753,441.9961,-1776.3246,-1804.6604,-1832.9963,0.0,0.0,0.0,0.0,1.2114,2.4228,0.0,0.0,0.0,4.4714,3.1709,1.8704,2197.8076,2234.2534,2270.6992,0.0,0.0,0.0
2uvY1DJi929x4ZbMR9rWjH,False,1,Floor:Fensterbank 24mm:6737713,IfcSlab,Floor:Fensterbank 24mm,"Holzschalung Horizontal, Nadelholz,  schwarz gestrichen",0,0.024,3.2,0.704,0.0169,-13.4572,-6.721,0.0151,2.0634,2.0602,2.057,1.1334,1.6123,2.0913,-12.5272,-12.0792,-11.6311,0.0,0.0,0.0,0.0785,0.0393,0.0,0.0,0.0,0.0,0.0106,0.0192,0.0277,13.5714,13.6331,13.6947,0.0,0.0,0.0
1ToJR57Y16uvjKSTB4E_TQ_L1,False,1,Floor:Galerie Fussbodenaufbau:1353081 (L1),IfcSlab,Floor:Galerie Fussbodenaufbau,PU Bodenbelag - Sika PS23,1,0.004,16.83,107.712,0.2672,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched
1ToJR57Y16uvjKSTB4E_TQ_L2,False,1,Floor:Galerie Fussbodenaufbau:1353081 (L2),IfcSlab,Floor:Galerie Fussbodenaufbau,Knauf - Vidiwall,2,0.015,16.83,107.712,1.0019,1.1796,-95.751,-192.6815,372.0849,943.3305,1514.5761,373.5472,536.302,699.0568,351.0623,392.4258,433.7893,0.0,7.4268,14.8535,0.0,0.0817,0.1634,0.0,0.0,0.0,4.5886,7.3732,10.1578,0.0,120.0464,240.0927,17.8962,8.9481,0.0
1ToJR57Y16uvjKSTB4E_TQ_L3,False,1,Floor:Galerie Fussbodenaufbau:1353081 (L3),IfcSlab,Floor:Galerie Fussbodenaufbau,Knauf - Brio Heizboden 25,3,0.025,16.83,107.712,1.6699,1.6202,2.0328,2.4455,545.1351,719.3786,893.6222,547.6442,722.3286,897.0131,372.4349,607.6298,842.8246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2094,10.134,11.0586,0.0,0.0,0.0,165.9999,104.5649,43.13
1ToJR57Y16uvjKSTB4E_TQ_L4,False,1,Floor:Galerie Fussbodenaufbau:1353081 (L4),IfcSlab,Floor:Galerie Fussbodenaufbau,Trittschalldämmung Flumroc 341,4,0.03,16.83,107.712,2.0039,3.8846,3.8846,3.8846,253.0933,253.0933,253.0933,257.1234,257.1234,257.1234,231.2629,231.2629,231.2629,4.9892,4.9892,4.9892,13.6764,13.6764,13.6764,0.0,0.0,0.0,0.7127,0.7127,0.7127,0.0,0.0,0.0,6.4821,6.4821,6.4821
3fl00qHO16BwCmbpQP9mlL,False,1,Floor:Gitterrost schwarz:354156,IfcSlab,Floor:Gitterrost schwarz,Zink Gitter,0,0.03,4.18,2.4244,0.042,0.0,22.7498,45.4997,0.0,699.6366,1399.2731,0.0,724.4486,1448.8972,0.0,714.6787,1429.3574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0262,0.0525,0.0,1.0456,2.0913,0.0,8.6581,17.3163,0.0,0.0399,0.0798
3ZnJlnBePBXQGgUrEPS3c7,False,1,Floor:Massivholz 24mm:6301249,IfcSlab,Floor:Massivholz 24mm,Massivholz Fichte,0,0.024,2.05,0.287,0.0068,-5.7087,-5.7087,-5.7087,3.6766,3.6766,3.6766,1.8813,1.8813,1.8813,-3.9134,-3.9134,-3.9134,0.0,0.0,0.0,0.0368,0.0368,0.0368,0.0,0.0,0.0,0.0045,0.0045,0.0045,5.7533,5.7533,5.7533,0.0,0.0,0.0
0plsFTxFrAH8fTRVJG6Lb8,False,1,Floor:Mehrschichtplatte 50mm:3167216,IfcSlab,Floor:Mehrschichtplatte 50mm,3-Schicht-Platte,0,0.04,5.5,3.795,0.1494,-120.4804,-60.1244,0.2316,45.7643,35.8558,25.9472,23.7414,25.1013,26.4612,-98.4575,-95.1388,-91.8201,0.0,0.0,0.0,0.1301,0.065,0.0,0.0,0.0,0.0,0.1005,0.1704,0.2402,121.9682,120.0046,118.0411,0.0,0.0,0.0
3dHkNX9eXDKekm9KvP4T_n,False,1,Floor:Terrassenbelag Holzlattung Douglasie:7269453,IfcSlab,Floor:Terrassenbelag Holzlattung Douglasie,Terrassenbelag Holz,0,0.026000000000000002,8.57,19.3682,0.3438,-385.2486,-82.7689,219.7109,248.1142,261.8711,275.6279,126.9606,201.1594,275.3583,-264.095,-197.9284,-131.7619,0.0,0.0,0.0,2.4861,10.3229,18.1596,0.0,0.0,0.0,0.3058,0.864,1.4222,388.2637,305.5958,222.928,0.0,0.0,0.0
3FWYQdBzL92vc$OVs8UAaq,False,1,Haustechnik_Platzhalter:Pury Ausseneinheit:6192195,IfcBuildingElementProxy,Haustechnik_Platzhalter:Pury Ausseneinheit,3D-Schnittmaterial,0,,1.5,1.38,1.0453,0.3957,0.3957,0.3957,49.4563,49.4563,49.4563,49.9278,49.9278,49.9278,46.4185,46.4185,46.4185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.145,0.145,0.145,2.9281,2.9281,2.9281,0.4363,0.4363,0.4363
1Et2c94TXFAwSKPeylnBiH,False,1,Montageraum Elektro:Montageraum Elektro:6274127,IfcBuildingElementProxy,Montageraum Elektro:Montageraum Elektro,3D-Schnittmaterial,0,,2.33,0.9087,0.1805,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched
1Et2c94TXFAwSKPeylnBlG,False,1,Montageraum Elektro1:Montageraum Elektro:6274190,IfcBuildingElementProxy,Montageraum Elektro1:Montageraum Elektro,3D-Schnittmaterial,0,,2.33,0.9087,0.1805,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched
1Et2c94TXFAwSKPeylnBH_,False,1,Rohranschluss_Technikschnttelle_Nest:E-Gelbwasser:6271776,IfcBuildingElementProxy,Rohranschluss_Technikschnttelle_Nest:E-Gelbwasser,3D-Schnittmaterial,0,,0.12,0.0072,0.0004,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched
1Et2c94TXFAwSKPeylnBH8,False,1,Rohranschluss_Technikschnttelle_Nest:E-Grauwasser leicht:6271766,IfcBuildingElementProxy,Rohranschluss_Technikschnttelle_Nest:E-Grauwasser leicht,3D-Schnittmaterial,0,,0.11,0.0099,0.0007,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched
1Et2c94TXFAwSKPeylnBMe,False,1,Rohranschluss_Technikschnttelle_Nest:E-Grauwasser schwer:6271734,IfcBuildingElementProxy,Rohranschluss_Technikschnttelle_Nest:E-Grauwasser schwer,3D-Schnittmaterial,0,,0.11,0.0099,0.0007,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched
1Et2c94TXFAwSKPeylnBHY,False,1,Rohranschluss_Technikschnttelle_Nest:E-Regenwasser:6271804,IfcBuildingElementProxy,Rohranschluss_Technikschnttelle_Nest:E-Regenwasser,3D-Schnittmaterial,0,,0.11,0.0121,0.0011,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched
1Et2c94TXFAwSKPeylnBGM,False,1,Rohranschluss_Technikschnttelle_Nest:E-Schmutzwasser:6271816,IfcBuildingElementProxy,Rohranschluss_Technikschnttelle_Nest:E-Schmutzwasser,3D-Schnittmaterial,0,,0.11,0.0121,0.001,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched
1Et2c94TXFAwSKPeylnBGC,False,1,Rohranschluss_Technikschnttelle_Nest:E-Schwarzwasser:6271826,IfcBuildingElementProxy,Rohranschluss_Technikschnttelle_Nest:E-Schwarzwasser,3D-Schnittmaterial,0,,0.13,0.0143,0.0012,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched
1Et2c94TXFAwSKPeylnBCG,False,1,Rohranschluss_Technikschnttelle_Nest:Grauwasser aufbereitet:6272078,IfcBuildingElementProxy,Rohranschluss_Technikschnttelle_Nest:Grauwasser aufbereitet,3D-Schnittmaterial,0,,0.11,0.0033,0.0001,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched
1Et2c94TXFAwSKPeylnBIk,False,1,Rohranschluss_Technikschnttelle_Nest:Kaltwasser:6271984,IfcBuildingElementProxy,Rohranschluss_Technikschnttelle_Nest:Kaltwasser,3D-Schnittmaterial,0,,0.11,0.0033,0.0001,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched
1Et2c94TXFAwSKPeylnBNx,False,1,Rohranschluss_Technikschnttelle_Nest:MTE - Rücklauf:6271653,IfcBuildingElementProxy,Rohranschluss_Technikschnttelle_Nest:MTE - Rücklauf,3D-Schnittmaterial,0,,0.19,0.0095,0.0004,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched
1Et2c94TXFAwSKPeylnBNl,False,1,Rohranschluss_Technikschnttelle_Nest:MTE - Vorlauf:6271665,IfcBuildingElementProxy,Rohranschluss_Technikschnttelle_Nest:MTE - Vorlauf,3D-Schnittmaterial,0,,0.19,0.0095,0.0003,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched
1Et2c94TXFAwSKPeylnBNY,False,1,Rohranschluss_Technikschnttelle_Nest:NTE - Rücklauf:6271676,IfcBuildingElementProxy,Rohranschluss_Technikschnttelle_Nest:NTE - Rücklauf,3D-Schnittmaterial,0,,0.19,0.0114,0.0005,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched
1Et2c94TXFAwSKPeylnBMR,False,1,Rohranschluss_Technikschnttelle_Nest:NTE - Vorlauf:6271685,IfcBuildingElementProxy,Rohranschluss_Technikschnttelle_Nest:NTE - Vorlauf,3D-Schnittmaterial,0,,0.19,0.0114,0.0005,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched
1Et2c94TXFAwSKPeylnBD2,False,1,Rohranschluss_Technikschnttelle_Nest:Regenwasser aufbereitet:6272028,IfcBuildingElementProxy,Rohranschluss_Technikschnttelle_Nest:Regenwasser aufbereitet,3D-Schnittmaterial,0,,0.11,0.0033,0.0001,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched
1Et2c94TXFAwSKPeylnBC2,False,1,Rohranschluss_Technikschnttelle_Nest:Regenwasser Trinkwasser:6272092,IfcBuildingElementProxy,Rohranschluss_Technikschnttelle_Nest:Regenwasser Trinkwasser,3D-Schnittmaterial,0,,0.11,0.0022,0.0,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched,not matched
